name,nickname,weight_class,wins,losses,draws,height_cm,reach_cm,stance,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,striking_accuracy,striking_defense,takedown_avg_per_fight,takedown_accuracy,takedown_defense,submission_avg_per_fight
Daria Zhelezniakova,Iron Lady,Bantamweight,10,2,0,175.26,172.72,Orthodox,4.75,2.83,41,68,0.44,100,50,0.0
Carlos Mota,Tizil,Flyweight,8,2,0,162.56,175.26,Orthodox,0.8,1.13,41,54,0.0,0,50,1.0
David Velasquez,Little,Featherweight,10,10,0,165.1,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Zelim Imadaev,,Welterweight,8,3,0,182.88,193.04,Orthodox,2.91,4.35,36,43,0.38,50,60,0.0
Alex Ricci,,Lightweight,10,5,0,180.34,,Orthodox,2.48,2.53,41,64,0.0,0,64,0.0
Flavio Luiz Moura,,Middleweight,19,7,0,180.34,,Open Stance,0.67,0.0,16,0,0.0,0,0,0.0
Viacheslav Borshchev,Slava Claus,Lightweight,8,6,1,180.34,175.26,Orthodox,5.22,4.73,54,57,0.0,0,42,0.1
Rafael Fiziev,Ataman,Lightweight,13,4,0,172.72,180.34,Switch,4.77,4.77,52,50,0.89,72,90,0.0
Alberto Mina,Soldier of God,Welterweight,13,1,0,182.88,195.58,Orthodox,3.23,3.7,38,47,1.85,20,50,0.0
Cheick Kongo,,Heavyweight,27,10,2,193.04,208.28,Orthodox,3.33,1.28,56,54,2.3,56,52,0.2
Daniel Spitz,,Heavyweight,6,3,0,200.66,208.28,Orthodox,2.6,5.3,35,46,0.74,66,0,0.0
Norma Dumont,The Immortal,Bantamweight,12,2,0,170.18,170.18,Orthodox,3.86,2.16,50,65,1.72,56,72,0.0
Norifumi Yamamoto,Kid,Bantamweight,18,6,0,162.56,167.64,Southpaw,2.09,2.01,45,57,0.41,22,45,0.0
Andre Fili,Touchy,Featherweight,25,12,0,180.34,187.96,Orthodox,3.87,4.23,37,51,2.22,45,71,0.2
Rodrigo de Lima,Monstro,Lightweight,8,3,1,170.18,,Orthodox,1.29,5.5,33,32,2.66,36,0,1.3
Natan Levy,Lethal,Lightweight,8,2,0,175.26,180.34,Southpaw,3.7,3.19,52,58,5.03,58,41,0.5
Tulio Palhares,,Middleweight,2,16,0,,,,0.0,0.0,0,0,0.0,0,0,0.0
Gabriella Fernandes,Gabi,Flyweight,11,3,0,167.64,167.64,Southpaw,3.56,5.19,48,52,0.44,18,68,0.2
Max Holloway,Blessed,Featherweight,27,8,0,180.34,175.26,Orthodox,7.2,4.74,48,59,0.24,53,83,0.3
Anistavio Medeiros,Gasparzinho,Featherweight,19,10,0,167.64,,Orthodox,3.64,5.0,44,47,0.0,0,0,0.0
Jared Gooden,NiteTrain,Welterweight,23,10,0,182.88,195.58,Orthodox,4.4,6.74,48,45,0.91,45,65,0.4
Tom Lawlor,Filthy,Light Heavyweight,10,6,0,182.88,187.96,Southpaw,2.5,2.41,42,60,2.46,32,57,1.4
Manuel Torres,El Loco,Lightweight,16,3,0,177.8,185.42,Switch,7.87,4.2,60,52,2.0,66,88,1.0
Elias Theodorou,The Spartan,Middleweight,16,3,0,185.42,190.5,Orthodox,4.19,2.39,42,53,1.27,28,59,0.0
Michael McBride,,Lightweight,8,3,0,185.42,,Orthodox,4.08,5.85,48,40,1.85,42,30,1.2
Matheus Nicolau,,Flyweight,19,6,1,167.64,167.64,Orthodox,3.31,2.98,51,65,1.22,43,90,0.8
Chris Tuchscherer,The Crowbar,Heavyweight,21,4,0,187.96,193.04,Orthodox,1.35,3.17,31,47,1.19,18,0,0.6
Dustin Stoltzfus,,Middleweight,16,7,0,182.88,190.5,Orthodox,3.14,3.14,45,47,2.26,41,46,1.3
Julie Kedzie,,Bantamweight,16,13,0,165.1,,Orthodox,2.9,3.18,36,46,1.14,23,78,0.0
Roland Payne,,Light Heavyweight,0,1,0,175.26,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Logan Clark,,Middleweight,18,6,0,187.96,,Orthodox,2.2,1.49,54,53,0.31,100,30,2.1
Roberto Traven,Spider,Heavyweight,6,4,1,190.5,,Orthodox,0.92,2.77,50,57,0.0,0,0,0.0
Kamuela Kirk,The Jawaiian,Lightweight,12,6,0,177.8,190.5,Switch,3.22,5.87,50,40,1.5,26,47,1.2
Pawel Pawlak,,Welterweight,12,3,0,182.88,185.42,Orthodox,1.67,2.22,33,53,1.0,37,70,0.0
Jordan Leavitt,The Monkey King,Lightweight,12,3,0,175.26,180.34,Southpaw,2.49,1.79,61,57,2.92,30,30,1.3
Shane Burgos,Hurricane,Featherweight,15,3,0,180.34,190.5,Orthodox,7.4,6.78,52,56,0.43,44,91,0.4
Grigory Popov,,Bantamweight,13,3,0,170.18,172.72,Switch,3.63,4.2,37,55,0.0,0,45,0.0
Leonard Garcia,Bad Boy,Featherweight,18,13,1,177.8,172.72,Orthodox,2.77,4.79,24,52,0.3,26,42,0.5
Wesley Correira,Cabbage,Heavyweight,20,16,0,190.5,,Orthodox,2.6,8.8,36,40,0.0,0,90,0.0
Collin Hart,,Middleweight,6,3,1,185.42,,Orthodox,6.33,7.53,44,51,2.0,16,50,0.0
Rony Jason,,Featherweight,14,7,0,170.18,185.42,Orthodox,2.04,3.14,44,53,0.59,30,36,0.8
Jason Tan,,Welterweight,5,3,0,177.8,,Orthodox,0.69,7.37,29,18,0.0,0,0,0.0
Kennedy Nzechukwu,African Savage,Heavyweight,14,6,0,195.58,210.82,Southpaw,5.33,4.89,46,51,0.55,45,80,0.2
Jared Hamman,The Messenger,Middleweight,14,6,0,190.5,190.5,Orthodox,5.15,3.93,42,55,1.57,46,30,0.0
Bruna Brasil,,Strawweight,11,5,1,167.64,165.1,Orthodox,2.66,3.82,56,52,1.46,64,53,0.2
Michael McDonald,Mayday,Bantamweight,17,4,0,175.26,177.8,Orthodox,2.69,2.76,42,57,1.09,66,52,1.4
Katlyn Cerminara,Blonde Fighter,Flyweight,18,6,0,175.26,172.72,Orthodox,4.58,4.48,34,62,0.31,15,50,0.3
Claudia Gadelha,Claudinha,Strawweight,18,5,0,162.56,160.02,Orthodox,3.31,4.57,41,57,3.03,42,58,0.7
Oleg Taktarov,The Russian Bear,Heavyweight,17,5,2,182.88,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Byron Bloodworth,,Bantamweight,6,3,0,172.72,,Orthodox,1.82,5.18,28,50,0.0,0,0,0.0
Mike Jackson,The Truth,Welterweight,1,2,0,187.96,187.96,Orthodox,4.49,3.73,57,62,0.71,33,88,0.0
Randa Markos,Quiet Storm,Strawweight,11,12,1,162.56,160.02,Orthodox,2.97,3.1,43,58,1.12,28,52,0.2
Oluwale Bamgbose,Holy War Angel,Middleweight,6,4,0,180.34,198.12,Switch,2.45,2.7,48,55,0.94,33,37,0.0
Roldan Sangcha'an,The Executioner,Flyweight,4,2,0,162.56,,Orthodox,2.71,2.15,46,51,1.94,60,68,0.0
Jason Von Flue,Live Wire,Welterweight,14,12,1,182.88,,Orthodox,1.89,3.23,36,52,0.62,16,58,1.5
Jason Reinhardt,,Bantamweight,20,3,0,167.64,,Orthodox,0.51,4.07,40,43,1.91,12,50,0.0
Chase Sherman,The Vanilla Gorilla,Heavyweight,16,12,0,193.04,198.12,Orthodox,6.04,6.65,45,52,0.09,50,74,0.0
Austin Lingo,Lights Out,Featherweight,9,3,0,177.8,177.8,Orthodox,3.86,4.86,37,57,0.43,66,75,0.0
Jared Cannonier,The Killa Gorilla,Middleweight,18,9,0,180.34,195.58,Switch,4.42,4.35,49,56,0.54,40,64,0.0
Raquel Pennington,Rocky,Bantamweight,16,10,0,170.18,170.18,Orthodox,4.1,3.32,49,61,0.83,27,62,0.6
Tainara Lisboa,Thai Panther,Bantamweight,7,3,0,170.18,170.18,Orthodox,1.68,1.42,43,49,1.53,36,58,0.4
Jordan Radev,,Middleweight,23,5,0,170.18,,Southpaw,1.35,2.38,23,66,0.0,0,80,0.0
Marcus Silveira,Conan,Heavyweight,6,4,0,190.5,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Aiemann Zahabi,,Bantamweight,13,2,0,172.72,172.72,Orthodox,4.42,4.13,46,69,0.14,14,83,0.0
Joey Beltran,The Mexicutioner,Middleweight,17,14,0,185.42,190.5,Orthodox,4.92,5.27,36,54,0.48,18,75,0.0
Stephanie Egger,,Bantamweight,8,5,0,167.64,172.72,Orthodox,2.2,2.48,46,52,2.48,42,50,0.6
Poliana Botelho,,Flyweight,8,5,0,172.72,170.18,Orthodox,2.9,2.8,58,54,0.85,57,76,0.0
Andy Enz,Tank Mode,Middleweight,10,4,0,190.5,198.12,Orthodox,3.51,5.32,23,57,0.0,0,58,0.0
Robert Ruchala,Faker,Featherweight,11,2,0,172.72,182.88,Switch,2.27,3.27,35,57,2.0,33,0,0.0
Joe Merritt,,Welterweight,7,2,0,182.88,,Orthodox,1.53,0.73,58,66,0.0,0,68,0.0
Payton Talbott,,Bantamweight,10,1,0,177.8,177.8,Switch,6.05,3.26,54,46,0.24,25,76,0.2
Joe Duffy,Irish,Lightweight,16,5,0,177.8,185.42,Orthodox,2.68,3.78,34,54,0.96,66,64,0.7
Guto Inocente,,Light Heavyweight,7,4,0,190.5,,Orthodox,4.13,2.92,66,54,0.67,33,66,0.7
Alen Amedovski,,Middleweight,8,4,0,177.8,187.96,Orthodox,0.99,3.85,30,46,0.0,0,0,0.0
Godofredo Pepey,,Featherweight,13,6,0,170.18,185.42,Orthodox,2.32,3.23,38,47,0.37,7,35,1.5
George Sullivan,The Silencer,Welterweight,17,7,0,182.88,185.42,Orthodox,3.53,2.42,39,57,1.37,20,38,0.7
Cal Worsham,,Heavyweight,13,10,0,180.34,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Alberta Cerra Leon,,Heavyweight,0,1,0,172.72,,,0.0,0.0,0,0,0.0,0,0,0.0
Jalin Turner,The Tarantula,Lightweight,14,9,0,190.5,195.58,Southpaw,5.53,4.55,48,41,0.77,55,75,1.1
Hector Urbina,El Toro,Welterweight,17,10,1,180.34,185.42,Orthodox,0.97,2.44,38,39,0.0,0,38,3.8
Darrell Montague,Mongoose,Flyweight,13,5,0,167.64,170.18,Southpaw,1.92,5.38,25,52,0.72,25,33,1.4
Herbert Burns,The Blaze,Featherweight,11,6,0,175.26,185.42,Orthodox,1.86,5.17,36,41,2.94,34,66,1.8
Batgerel Danaa,Storm,Bantamweight,12,5,0,170.18,177.8,Orthodox,5.38,4.21,36,47,0.52,50,62,0.0
Akihiro Gono,,Welterweight,35,21,8,170.18,172.72,Switch,2.18,2.67,48,63,1.01,84,46,0.5
Scott Smith,Hands of Steel,Middleweight,18,11,0,182.88,177.8,Orthodox,1.9,5.87,27,50,0.12,6,58,0.5
Moti Horenstein,,Heavyweight,1,6,0,193.04,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Jairzinho Rozenstruik,Bigi Boy,Heavyweight,15,6,0,187.96,198.12,Orthodox,3.48,2.63,48,52,0.0,0,72,0.0
Kwan Ho Kwak,,Bantamweight,9,2,0,165.1,,Switch,3.29,3.45,41,47,0.78,100,26,0.0
Lyoto Machida,The Dragon,Middleweight,24,8,0,185.42,187.96,Southpaw,2.59,1.57,53,61,1.21,65,75,0.4
Cody Donovan,Donnybrook,Light Heavyweight,8,5,0,190.5,187.96,Orthodox,5.61,5.44,59,45,1.67,28,0,1.7
Ketlen Vieira,Fenomeno,Bantamweight,15,4,0,172.72,172.72,Orthodox,2.84,3.72,41,51,1.28,43,90,0.5
Israel Adesanya,The Last Stylebender,Middleweight,24,5,0,193.04,203.2,Switch,4.02,3.2,48,55,0.05,11,76,0.1
John Alessio,The Natural,Lightweight,35,17,0,177.8,182.88,Orthodox,2.1,2.91,39,54,1.85,38,70,1.2
Cole Smith,The Cole Train,Bantamweight,7,2,0,180.34,170.18,Orthodox,1.78,1.96,35,49,1.67,33,45,1.7
Rodrigo Damm,,Lightweight,13,9,0,170.18,180.34,Orthodox,3.5,5.61,36,57,0.44,16,80,0.3
Julia Polastri,Psycho,Strawweight,13,5,0,157.48,160.02,Orthodox,5.62,5.37,55,56,0.87,80,58,0.4
Marcin Wrzosek,The Polish Zombie,Lightweight,12,4,0,175.26,,,3.47,4.07,43,43,3.0,25,33,0.0
Donnie Chappell,,Middleweight,0,1,0,180.34,,Southpaw,0.0,0.0,0,0,0.0,0,0,0.0
Nick Ring,The Promise,Middleweight,14,4,0,182.88,187.96,Southpaw,3.52,3.48,42,62,1.36,36,52,0.3
Daniel Santos,Willycat,Featherweight,13,2,0,170.18,170.18,Orthodox,4.74,4.96,40,51,3.03,39,73,0.0
Greg Hardy,Prince of War,Heavyweight,7,5,0,195.58,203.2,Orthodox,4.79,3.31,50,55,0.2,33,64,0.0
Bobby Hoffman,The Truth,Heavyweight,36,10,1,187.96,,Orthodox,2.02,1.32,70,19,1.17,50,0,1.2
Julio Arce,,Featherweight,19,6,0,170.18,177.8,Southpaw,4.36,3.05,36,68,0.46,28,96,0.3
Houston Dorr,,Heavyweight,1,2,0,185.42,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Jason DeLucia,,Light Heavyweight,33,21,1,180.34,,Southpaw,0.0,0.0,0,0,0.0,0,0,0.0
Bevon Lewis,,Middleweight,7,3,0,190.5,200.66,Orthodox,3.73,2.67,43,54,0.0,0,66,0.0
Stephen Bass,Bigfish,Featherweight,11,2,0,175.26,,Orthodox,4.87,5.87,52,55,0.0,0,0,0.0
Shana Dobson,Danger,Flyweight,4,5,0,167.64,175.26,Orthodox,3.34,5.2,37,50,0.84,50,14,0.0
Oumar Sy,,Light Heavyweight,12,1,0,193.04,210.82,Orthodox,3.67,1.72,48,70,2.73,36,100,0.4
Vinny Magalhaes,Pezao,Light Heavyweight,14,9,0,190.5,190.5,Orthodox,2.14,3.97,24,68,1.55,44,66,0.8
Steven Nguyen,The Ninja,Featherweight,10,2,0,180.34,185.42,Switch,7.47,7.1,42,60,0.24,100,88,0.0
Shane Young,Smokin',Featherweight,13,8,0,172.72,182.88,Orthodox,5.19,5.46,40,52,0.63,18,64,0.0
Nicolas Dalby,Danish Dynamite,Welterweight,23,6,1,180.34,187.96,Orthodox,4.05,3.69,43,52,0.98,27,58,0.1
Eldo Xavier Dias,,Middleweight,0,1,0,180.34,,,0.0,0.0,0,0,0.0,0,0,0.0
Anthony Ivy,Aquaman,Middleweight,8,4,0,187.96,187.96,Orthodox,2.5,4.57,42,51,4.69,20,100,0.0
CJ Vergara,,Flyweight,12,7,1,167.64,172.72,Orthodox,5.02,4.69,56,53,0.0,0,60,0.2
Gideon Ray,,Middleweight,17,15,1,177.8,,Southpaw,2.08,2.58,40,53,1.49,100,0,0.0
Brad Gumm,,Welterweight,10,6,1,180.34,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Sheldon Westcott,,Welterweight,10,3,1,185.42,180.34,Southpaw,2.26,3.73,40,37,3.23,37,14,0.0
Raulian Paiva,,Bantamweight,21,5,0,172.72,175.26,Orthodox,4.14,5.01,42,48,0.65,23,77,0.2
Louis Cosce,,Welterweight,7,2,0,175.26,180.34,Orthodox,4.31,5.35,45,47,1.04,20,50,0.5
Renato Moicano,,Lightweight,20,7,1,180.34,182.88,Orthodox,4.17,3.57,48,59,1.67,41,62,0.5
Luan Chagas,Tarzan,Welterweight,15,3,1,182.88,190.5,Orthodox,4.16,3.19,47,62,0.32,12,85,0.3
Stephan Bonnar,The American Psycho,Light Heavyweight,15,9,0,193.04,200.66,Orthodox,2.76,3.01,38,52,1.32,40,60,1.0
Wellington Turman,The Prodigy,Welterweight,18,8,0,182.88,182.88,Orthodox,3.23,4.17,51,45,1.55,20,42,0.8
Carlston Harris,Mocambique,Welterweight,19,7,0,182.88,193.04,Orthodox,3.79,3.46,43,54,1.46,22,55,0.6
Kevin Croom,Crash,Bantamweight,21,15,0,180.34,185.42,Orthodox,2.65,3.1,34,41,0.48,5,30,0.5
Allan Nascimento,Puro Osso,Flyweight,21,6,0,172.72,175.26,Orthodox,2.64,1.96,60,50,1.42,24,30,0.9
Jumabieke Tuerxun,The Wild Wolf,Bantamweight,19,4,1,170.18,,Orthodox,1.6,3.08,28,59,0.47,11,66,0.9
Nursulton Ruziboev,Black,Middleweight,36,9,2,195.58,193.04,Orthodox,2.59,2.89,46,48,0.75,66,33,0.0
Phil Baroni,The New York Bad Ass,Welterweight,15,18,0,175.26,182.88,Orthodox,2.77,3.93,45,40,1.46,47,60,0.5
Ryan Hall,The Wizard,Featherweight,9,2,0,177.8,177.8,Southpaw,2.38,1.33,50,65,0.22,9,0,2.2
Jussier Formiga,,Flyweight,23,8,0,165.1,170.18,Orthodox,1.42,2.34,39,64,1.82,35,87,0.6
Ray Wizard,,,0,1,0,,,,0.0,0.0,0,0,0.0,0,0,0.0
Reuben Duran,,Bantamweight,11,7,1,170.18,180.34,Orthodox,3.19,2.61,49,50,0.98,23,25,0.7
Uran Satybaldiev,Gorilla,Light Heavyweight,9,1,0,193.04,200.66,Orthodox,2.14,3.66,25,44,0.0,0,50,1.7
Jose Medina,Chicho,Middleweight,11,5,0,182.88,187.96,Orthodox,2.18,5.25,36,47,0.45,33,31,0.0
Misha Cirkunov,,Light Heavyweight,15,9,0,190.5,195.58,Orthodox,3.86,3.06,51,57,4.15,39,76,1.7
Denise Gomes,Dee,Strawweight,11,3,0,157.48,160.02,Orthodox,4.59,3.04,50,51,1.19,36,67,0.8
Dennis Bermudez,The Menace,Lightweight,17,9,0,167.64,167.64,Orthodox,4.42,3.07,46,59,3.89,40,82,1.1
CJ Keith,,Lightweight,8,4,0,182.88,,Orthodox,0.86,1.82,50,50,0.0,0,62,0.0
Kyle Nelson,The Monster,Lightweight,16,6,1,180.34,180.34,Switch,3.51,4.72,45,51,1.06,20,73,0.6
Chris Price,The Exorcist,Middleweight,19,4,0,187.96,,Southpaw,1.44,2.59,66,48,0.0,0,33,2.2
Solomon Hutcherson,King,Middleweight,11,7,0,180.34,,Southpaw,2.59,2.59,39,64,3.53,100,0,0.0
Stipe Miocic,,Heavyweight,20,5,0,193.04,203.2,Orthodox,4.67,4.01,52,52,1.74,34,65,0.0
Lone'er Kavanagh,,Flyweight,9,1,0,167.64,170.18,Orthodox,4.29,3.69,49,58,1.79,50,88,0.4
Brian Gassaway,,Welterweight,29,20,2,185.42,,Orthodox,0.34,3.65,26,44,0.0,0,42,0.0
Shi Ming,,Strawweight,17,6,0,157.48,152.4,Orthodox,3.12,2.92,36,53,0.81,30,57,0.0
Joel Sutton,,Light Heavyweight,2,4,1,180.34,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Isaac Dulgarian,The Midwest Choppa,Featherweight,7,1,0,170.18,180.34,Orthodox,3.37,1.82,64,41,5.15,52,0,2.1
John Yannis,,Featherweight,9,4,0,170.18,177.8,Southpaw,0.0,0.55,0,71,0.0,0,0,0.0
Johny Hendricks,Bigg Rigg,Middleweight,18,8,0,175.26,175.26,Southpaw,3.49,3.99,45,53,3.83,46,63,0.3
Yadier del Valle,The Cuban Problem,Featherweight,9,0,0,175.26,175.26,Southpaw,7.49,3.46,67,52,2.51,42,66,1.7
Jhonata Diniz,,Heavyweight,9,1,0,193.04,200.66,Orthodox,4.58,3.71,56,59,0.0,0,78,0.0
Ateba Gautier,The Silent Assassin,Middleweight,8,1,0,193.04,205.74,Switch,6.93,2.19,61,52,0.0,0,90,0.0
JooSang Yoo,Zombie Jr.,Featherweight,9,0,0,170.18,180.34,Orthodox,12.86,4.29,75,50,0.0,0,0,0.0
Callan Potter,The Rockstar,Welterweight,18,9,0,182.88,182.88,Orthodox,3.18,4.72,50,58,3.29,66,100,0.0
Suman Mokhtarian,,Featherweight,8,5,0,172.72,182.88,Orthodox,2.21,6.85,43,48,0.0,0,0,0.0
Daniel Jolly,The Werewolf of Texas,Light Heavyweight,5,3,0,185.42,190.5,Orthodox,1.32,3.39,46,44,2.83,33,50,0.0
Josh Copeland,Cuddly Bear,Heavyweight,12,4,0,185.42,,Orthodox,1.03,3.01,31,55,0.0,0,57,0.0
Johnny Case,Hollywood,Lightweight,22,6,0,177.8,182.88,Orthodox,3.95,2.66,38,61,1.7,45,72,0.2
Pat Miletich,The Croatian Sensation,Welterweight,29,7,2,177.8,,Orthodox,1.79,1.66,45,63,1.96,100,54,1.0
Alex Karalexis,The Assassin,Lightweight,10,6,0,172.72,167.64,Orthodox,2.57,2.39,42,54,2.7,45,86,0.9
Che Mills,Beautiful,Welterweight,16,10,0,185.42,193.04,Orthodox,2.08,2.87,52,43,1.18,66,58,0.0
Billy Ray Goff,,Welterweight,9,4,0,177.8,182.88,Switch,7.51,5.02,46,59,1.75,16,66,0.0
Aleksandar Rakic,Rocket,Light Heavyweight,14,5,0,193.04,198.12,Orthodox,4.16,2.91,50,51,0.66,23,85,0.1
Taila Santos,,Flyweight,19,3,0,167.64,172.72,Orthodox,3.39,2.64,48,58,2.0,76,86,1.1
Tom Aspinall,,Heavyweight,15,3,0,195.58,198.12,Orthodox,8.07,2.89,67,65,3.27,100,100,1.6
Ray Rodriguez,The Judge,Bantamweight,16,8,0,170.18,177.8,Orthodox,0.9,3.89,27,40,1.42,50,44,0.0
Joey Gilbert,,Lightweight,2,3,0,180.34,,Orthodox,0.61,4.44,42,31,0.0,0,0,0.0
Yui Chul Nam,The Korean Bulldozer,Featherweight,18,8,1,175.26,,Orthodox,3.53,2.0,51,48,1.33,16,57,0.3
Cole Miller,Magrinho,Featherweight,21,11,0,185.42,185.42,Orthodox,3.0,3.88,33,59,0.6,36,38,1.8
CJ Fernandes,,Welterweight,14,8,3,187.96,,,0.0,0.0,0,0,0.0,0,0,0.0
Gian Villante,,Heavyweight,17,14,0,190.5,193.04,Orthodox,4.38,5.47,44,55,0.45,23,83,0.0
Kamal Shalorus,Prince of Persia,Lightweight,9,5,2,172.72,172.72,Orthodox,3.06,2.99,32,70,2.07,50,80,0.0
Beneil Dariush,,Lightweight,23,6,1,177.8,182.88,Southpaw,3.78,2.61,49,57,2.12,38,82,0.8
Roman Mitichyan,,Welterweight,8,3,0,177.8,,Orthodox,0.26,2.7,16,43,1.93,100,25,1.9
Viviane Araujo,Vivi,Flyweight,13,7,0,162.56,172.72,Orthodox,3.84,4.83,47,55,1.72,43,75,0.6
JunYong Park,The Iron Turtle,Middleweight,19,6,0,177.8,185.42,Orthodox,4.59,3.59,50,53,1.87,42,57,0.9
Emily Ducote,Gordinha,Strawweight,13,9,0,157.48,160.02,Orthodox,7.45,7.84,52,57,0.2,14,94,0.0
Matt Frevola,The SteamRolla,Lightweight,11,5,1,175.26,180.34,Orthodox,3.37,3.69,40,57,2.39,39,36,1.0
Hayder Hassan,Hulk,Welterweight,6,3,0,177.8,,,2.11,3.16,46,48,0.0,0,25,0.0
Juancamilo Ronderos,100,Flyweight,4,2,0,160.02,162.56,Southpaw,2.18,2.18,30,63,2.72,33,0,0.0
Justin Martin,,Middleweight,4,3,0,182.88,,,0.0,0.0,0,0,0.0,0,0,0.0
Cesar Almeida,Cesinha,Middleweight,7,1,0,185.42,187.96,Orthodox,4.16,2.32,58,48,0.0,0,60,0.3
Justin Salas,J-Bomb,Lightweight,12,7,0,172.72,177.8,Southpaw,3.42,2.96,43,68,2.43,20,0,0.0
Dave Galera,Scarecrow,Bantamweight,5,1,0,180.34,,Orthodox,1.67,0.53,69,33,0.0,0,14,2.0
Montana De La Rosa,,Flyweight,13,9,1,170.18,172.72,Orthodox,2.9,3.39,37,45,1.85,33,68,0.8
Azunna Anyanwu,Zulu,Heavyweight,14,5,0,185.42,,Orthodox,2.47,2.47,42,69,0.65,100,0,0.0
Mike Easton,The Hulk,Bantamweight,13,6,0,167.64,177.8,Southpaw,3.51,4.28,37,61,0.75,22,66,0.0
Danny Barlow,LeftHand2God,Middleweight,9,1,0,187.96,200.66,Southpaw,5.62,3.7,50,51,0.0,0,100,0.0
Jake Shields,,Welterweight,31,9,1,182.88,182.88,Orthodox,2.45,1.8,36,56,2.83,29,35,1.2
Rostem Akman,,Welterweight,6,2,0,177.8,182.88,Switch,1.8,3.97,25,57,1.0,40,87,0.0
Dave Herman,,Heavyweight,22,6,0,193.04,195.58,Orthodox,4.98,3.78,60,48,1.49,100,58,0.0
Chris Spang,The Kiss,Welterweight,6,3,0,187.96,,Orthodox,1.83,1.95,36,60,0.0,0,50,0.9
Jesse Bongfeldt,Water,Middleweight,16,5,1,182.88,,Orthodox,2.91,1.01,62,50,1.51,33,33,0.0
Henry Briones,Bure,Bantamweight,16,8,1,172.72,175.26,Orthodox,3.47,4.68,42,53,0.0,0,52,0.6
Dalcha Lungiambula,Champion,Middleweight,11,6,0,172.72,193.04,Orthodox,3.07,3.93,45,52,2.14,45,77,0.0
Benardo Sopaj,Lion King,Bantamweight,12,3,0,167.64,167.64,Orthodox,4.24,4.88,56,49,2.53,71,76,0.0
Felipe Silva,,Lightweight,8,2,0,182.88,195.58,Orthodox,5.4,1.8,50,59,1.0,100,71,0.0
Jarno Errens,,Featherweight,14,6,1,180.34,185.42,Orthodox,3.29,3.29,44,61,0.0,0,33,0.3
Genaro Valdez,Rayadito,Lightweight,10,3,0,175.26,182.88,Orthodox,4.08,7.16,30,48,1.54,44,36,0.4
Raul Rosas Jr.,El Nino Problema,Bantamweight,11,1,0,175.26,170.18,Switch,1.51,1.37,44,50,4.01,41,0,1.1
Michael Johnson,The Menace,Lightweight,25,19,0,177.8,185.42,Southpaw,4.28,3.79,39,58,0.58,38,81,0.0
Luiz Cane,Banha,Middleweight,17,7,0,187.96,195.58,Southpaw,4.79,5.0,41,60,0.56,28,100,0.3
Daniel Teymur,Kid Dynamite,Featherweight,7,4,0,165.1,175.26,Orthodox,3.08,3.93,46,56,0.56,18,60,0.3
Bojan Velickovic,Serbian Steel,Welterweight,15,6,1,182.88,193.04,Southpaw,2.18,2.31,34,57,0.67,25,55,0.5
Curt Warburton,,Lightweight,13,6,0,182.88,185.42,Orthodox,2.13,3.44,42,43,2.35,50,83,0.9
Michael Graves,,Welterweight,6,0,1,177.8,180.34,Orthodox,1.25,1.47,54,58,4.8,52,66,0.4
Tucker Lutz,Top Gun,Featherweight,12,4,0,172.72,182.88,Orthodox,3.74,3.25,46,44,1.99,44,69,0.2
Rob Yundt,Monster,Middleweight,9,5,0,185.42,,Orthodox,1.37,2.55,41,31,2.94,100,0,0.0
Mansur Abdul-Malik,,Middleweight,8,0,1,187.96,203.2,Orthodox,4.27,3.49,48,51,0.49,33,82,0.0
Paul Bradley,The Gentleman,Welterweight,23,8,0,175.26,,Orthodox,2.26,4.13,32,56,1.12,16,100,0.0
Brian Melancon,,Welterweight,7,3,0,172.72,,Orthodox,4.18,3.64,49,64,2.02,100,66,0.0
James Llontop,Goku,Lightweight,14,5,0,182.88,185.42,Orthodox,5.57,4.12,41,57,0.0,0,54,0.0
Tim Williams,The South Jersey Strangler,Middleweight,15,5,0,187.96,193.04,Orthodox,3.07,3.55,38,48,1.81,40,100,0.0
Pedro Nobre,The Rock,Bantamweight,18,4,2,165.1,,,1.37,9.16,30,35,0.0,0,0,0.0
Neil Seery,2Tap,Flyweight,16,13,0,162.56,162.56,Orthodox,3.56,3.79,41,58,0.78,27,53,1.6
Brad Blackburn,Bad Brad,Welterweight,18,13,1,177.8,185.42,Orthodox,4.55,3.59,35,65,0.93,50,76,0.7
Kamaru Usman,The Nigerian Nightmare,Welterweight,21,4,0,182.88,193.04,Switch,4.16,2.67,51,55,2.79,44,89,0.1
Aaron Riley,,Lightweight,30,14,1,172.72,175.26,Southpaw,3.45,3.78,34,61,1.18,34,60,0.1
Cody East,The Freight Train,Heavyweight,12,3,0,190.5,,Orthodox,4.15,7.32,43,40,3.97,100,16,0.0
