name,nickname,weight_class,wins,losses,draws,height_cm,reach_cm,stance,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,striking_accuracy,striking_defense,takedown_avg_per_fight,takedown_accuracy,takedown_defense,submission_avg_per_fight
Robert Bryczek,,Middleweight,18,6,0,182.88,190.5,Orthodox,3.74,4.08,36,59,0.56,100,85,0.0
John Cofer,The Potter,Lightweight,8,4,0,175.26,,Southpaw,2.73,3.43,41,62,1.22,50,64,0.0
Mike Guymon,The Joker,Welterweight,15,6,1,182.88,187.96,Orthodox,2.75,0.79,65,66,1.87,37,54,1.2
Antonio Arroyo,,Middleweight,9,5,0,190.5,185.42,Orthodox,2.82,2.02,66,50,1.14,41,41,0.2
Jerrod Sanders,J-Reazie,Bantamweight,16,3,0,172.72,182.88,Orthodox,0.88,1.14,64,46,2.2,33,50,1.6
Homer Moore,The Rock,Light Heavyweight,26,9,2,177.8,,Orthodox,0.68,0.68,50,0,5.07,66,0,0.0
Mark Hunt,Super Samoan,Heavyweight,13,14,1,177.8,182.88,Orthodox,2.81,2.9,43,51,0.51,55,64,0.2
Jack Della Maddalena,,Welterweight,18,2,0,180.34,185.42,Switch,6.84,4.53,52,64,0.16,11,69,0.2
Gerald Meerschaert,GM3,Middleweight,37,20,0,185.42,195.58,Southpaw,3.02,3.49,45,53,1.83,30,42,1.4
Abdul-Kareem Al-Selwady,Pride of Palestine,Lightweight,15,4,0,172.72,175.26,Orthodox,4.14,3.6,34,59,2.32,30,20,0.0
Khaos Williams,The OxFighter,Welterweight,15,5,0,182.88,195.58,Orthodox,4.94,5.39,39,40,0.0,0,51,0.0
Shanna Young,The Shanimal,Flyweight,9,6,0,170.18,165.1,Orthodox,3.18,4.88,47,43,0.0,0,53,0.6
Bojan Mihajlovic,,Light Heavyweight,10,6,0,180.34,185.42,Orthodox,1.23,5.95,35,47,0.0,0,33,0.0
Joey Gambino,The Raging Warrior,Featherweight,9,2,0,170.18,,Orthodox,2.47,2.53,35,51,0.0,0,42,0.8
Dean Barry,The Sniper,Welterweight,4,2,0,177.8,182.88,Orthodox,9.31,4.66,40,51,0.0,0,100,0.0
Keith Jardine,The Dean of Mean,Middleweight,17,11,2,187.96,193.04,Orthodox,3.25,2.98,36,59,1.18,45,62,0.7
Jesse Lennox,The Ox,Welterweight,14,4,0,175.26,182.88,Orthodox,2.69,3.2,32,64,1.22,66,63,0.3
Ashkan Mokhtarian,The Assassin,Flyweight,13,3,0,167.64,170.18,Southpaw,1.95,3.66,43,43,0.54,16,33,0.0
Nick Aguirre,Slick,Bantamweight,7,2,0,175.26,187.96,Southpaw,0.73,2.89,33,45,1.16,20,33,0.6
Gan McGee,The Giant,Heavyweight,13,5,0,208.28,,Orthodox,2.2,2.31,29,59,0.65,25,83,0.0
Kenny Florian,KenFlo,Featherweight,14,6,0,177.8,187.96,Southpaw,2.41,1.85,40,63,2.22,33,60,1.3
Roman Bogatov,,Lightweight,10,1,0,172.72,185.42,Orthodox,3.33,4.4,42,44,1.0,9,50,0.0
Richardson Moreira,Rick Monstro,Middleweight,7,4,0,187.96,,Orthodox,1.17,1.83,28,67,0.0,0,100,0.0
Shara Magomedov,Bullet,Middleweight,16,1,0,187.96,185.42,Orthodox,5.93,3.85,62,43,0.0,0,71,0.0
Trevin Giles,,Welterweight,16,7,0,182.88,187.96,Orthodox,3.17,2.39,54,58,1.07,50,72,0.3
Gabriel Benitez,Moggly,Lightweight,23,13,0,172.72,180.34,Southpaw,5.26,4.49,41,63,0.22,50,55,0.9
Manolo Zecchini,Angelo Veneziano,Featherweight,11,4,0,172.72,172.72,Orthodox,2.34,6.75,21,46,0.0,0,0,0.0
Jonathan Micallef,The Captain,Welterweight,8,1,0,182.88,195.58,Southpaw,4.77,4.0,43,58,0.83,50,50,0.8
Brock Lesnar,,Heavyweight,5,3,0,190.5,205.74,Orthodox,3.53,2.11,72,50,3.9,55,60,0.5
Robert Drysdale,,Light Heavyweight,7,0,0,190.5,,Orthodox,0.0,0.0,0,0,7.32,100,0,21.9
Vitor Belfort,The Phenom,Middleweight,26,14,0,182.88,187.96,Southpaw,1.59,2.83,46,50,1.02,60,53,0.6
William Gomis,Jaguar,Featherweight,15,3,0,182.88,185.42,Southpaw,3.48,2.76,49,61,0.86,38,72,0.3
Alexa Grasso,,Flyweight,16,5,1,165.1,167.64,Orthodox,4.11,3.73,41,58,0.41,35,54,0.6
Saparbeg Safarov,,Middleweight,9,3,0,185.42,198.12,Orthodox,4.03,2.96,48,47,2.52,41,33,0.0
Jeff Hougland,Hellbound,Bantamweight,10,6,0,170.18,172.72,Orthodox,1.86,3.46,48,47,0.86,18,0,1.1
Movsar Evloev,,Featherweight,19,0,0,170.18,182.88,Orthodox,3.99,2.66,48,60,4.67,48,61,0.2
Dong Hyun Ma,Maestro,Lightweight,16,11,3,180.34,177.8,Orthodox,2.84,4.1,41,54,1.27,53,33,0.0
Ron Waterman,H20,Super Heavyweight,16,6,2,187.96,,Orthodox,0.84,1.37,50,42,4.19,69,50,2.8
David Hood,,Light Heavyweight,1,3,0,182.88,,,0.0,0.0,0,0,0.0,0,0,0.0
John Castaneda,Sexi Mexi,Bantamweight,21,8,0,167.64,180.34,Switch,4.42,4.94,50,53,1.68,37,73,0.1
Dione Barbosa,The Witch,Flyweight,8,4,0,167.64,167.64,Orthodox,2.27,2.45,45,66,2.23,42,50,1.9
Tony Petarra,,Light Heavyweight,2,3,1,180.34,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Jordan Wright,The Beverly Hills Ninja,Light Heavyweight,12,5,0,187.96,195.58,Orthodox,4.1,6.03,56,31,2.09,45,100,0.4
Manon Fiorot,The Beast,Flyweight,12,2,0,170.18,165.1,Orthodox,5.58,3.59,41,66,1.06,29,87,0.0
Germaine de Randamie,The Iron Lady,Bantamweight,10,5,0,175.26,180.34,Orthodox,2.57,2.0,46,65,0.0,0,65,0.4
Alvaro Herrera Mendoza,Chango,Lightweight,9,6,0,182.88,187.96,Orthodox,1.89,3.4,38,55,0.0,0,33,1.1
Yancy Medeiros,,Lightweight,15,8,0,177.8,190.5,Orthodox,4.36,5.67,37,47,0.33,50,73,0.7
Derrick Lewis,The Black Beast,Heavyweight,29,12,0,190.5,200.66,Orthodox,2.51,2.49,50,40,0.56,26,52,0.0
Raoni Barcelos,,Bantamweight,20,5,0,170.18,170.18,Orthodox,4.87,4.4,52,60,2.33,33,85,0.6
Toshiomi Kazama,,Bantamweight,11,5,0,170.18,175.26,Orthodox,1.49,4.56,53,38,1.94,16,66,1.0
Ilir Latifi,The Sledgehammer,Heavyweight,17,9,0,177.8,185.42,Orthodox,2.05,2.93,45,56,2.11,35,100,0.3
Ramsey Nijem,,Lightweight,9,6,0,180.34,190.5,Orthodox,3.05,1.62,44,62,5.32,62,55,1.1
Francis Carmont,Limitless,Light Heavyweight,25,12,0,190.5,198.12,Orthodox,2.22,1.64,42,59,1.79,36,73,0.6
Jeremy Larsen,,Featherweight,8,5,0,177.8,177.8,Orthodox,4.87,5.75,48,57,2.49,33,0,0.0
Vaughan Lee,,Flyweight,14,13,1,167.64,167.64,Orthodox,3.47,2.07,47,70,0.81,33,72,1.0
Jeff Joslin,The Inferno,Welterweight,5,3,0,182.88,,Orthodox,2.17,1.57,39,65,0.5,33,64,0.5
Marc-Andre Barriault,Powerbar,Middleweight,17,10,0,185.42,187.96,Orthodox,5.7,5.63,47,50,0.37,28,68,0.1
Chris Wade,,Lightweight,12,3,0,177.8,177.8,Orthodox,1.7,1.75,53,51,2.6,51,55,1.1
Julia Avila,Raging Panda,Bantamweight,9,4,0,170.18,172.72,Orthodox,2.81,3.28,42,55,0.63,37,52,0.2
Sarah Alpar,Too Sweet,Bantamweight,9,6,0,162.56,160.02,Southpaw,2.36,6.06,44,38,1.61,26,20,0.4
Cristian Quinonez,Problema,Bantamweight,18,5,0,172.72,177.8,Orthodox,4.19,4.55,40,55,1.37,37,84,0.0
Anthony Njokuani,The Assassin,Lightweight,16,12,0,185.42,190.5,Orthodox,3.94,2.41,46,65,0.5,45,53,0.2
Jack Jenkins,Phar,Featherweight,13,4,0,170.18,172.72,Switch,4.5,2.97,61,58,1.78,64,67,0.0
Valmir Lazaro,Bidu,Lightweight,15,5,0,182.88,185.42,Orthodox,4.87,4.09,37,61,1.33,40,96,0.0
Erik Perez,Goyito,Bantamweight,17,6,0,172.72,172.72,Orthodox,3.16,2.09,40,66,3.16,55,69,0.2
Tecia Pennington,Tiny Tornado,Strawweight,15,7,0,154.94,152.4,Orthodox,4.78,3.48,48,61,0.54,13,62,0.1
Nick Hein,Sergeant,Lightweight,14,5,0,167.64,167.64,Southpaw,2.65,3.61,35,59,0.86,33,83,0.0
Troy Mandaloniz,Rude Boy,Welterweight,3,2,0,175.26,,Orthodox,3.52,4.71,56,63,3.1,66,57,0.0
Ricky Simon,,Bantamweight,22,6,0,167.64,175.26,Orthodox,2.93,3.72,44,61,5.01,43,75,0.3
Matt Lucas,Luke Duke,Light Heavyweight,15,3,0,185.42,,,1.27,3.93,48,40,1.0,10,0,0.0
Junior Assuncao,,Featherweight,16,6,0,175.26,182.88,Orthodox,3.31,2.06,62,44,2.43,24,66,0.7
George Sotiropoulos,,Lightweight,14,7,0,177.8,180.34,Orthodox,2.61,2.52,27,67,2.32,31,53,1.6
Ricardo Abreu,Demente,Middleweight,5,1,0,180.34,,Orthodox,3.79,3.98,31,68,2.13,42,100,0.7
Reese Andy,Riptide,Light Heavyweight,7,3,0,182.88,,Orthodox,2.87,3.5,50,58,0.67,20,40,0.0
Eliot Marshall,Fire,Light Heavyweight,10,4,0,187.96,195.58,Orthodox,1.93,2.39,27,67,0.47,33,79,0.9
Curtis Blaydes,Razor,Heavyweight,19,5,0,193.04,203.2,Orthodox,3.56,2.0,50,58,5.38,48,31,0.0
Jon Jones,Bones,Heavyweight,28,1,0,193.04,213.36,Orthodox,4.38,2.24,58,64,1.89,45,95,0.5
DeAnna Bennett,The Argentine Assassin,Flyweight,8,3,1,162.56,172.72,Orthodox,3.13,3.27,58,58,0.0,0,0,1.0
Marcos Vinicius,Vina,Flyweight,23,11,1,175.26,,Orthodox,1.93,2.91,49,47,0.0,0,25,0.5
Rashad Evans,Suga,Light Heavyweight,19,8,1,182.88,190.5,Orthodox,2.14,2.42,37,63,2.98,44,73,0.0
Nick Agallar,,Lightweight,24,6,0,172.72,,Orthodox,0.69,4.56,11,42,0.0,0,0,0.0
Gunnar Nelson,Gunni,Welterweight,19,6,1,180.34,182.88,Switch,1.77,3.06,61,48,2.0,52,68,1.0
Mario Pinto,,Heavyweight,10,0,0,195.58,200.66,Orthodox,3.67,5.29,71,51,0.0,0,100,0.0
Josh Thomson,The Punk,Lightweight,22,9,0,177.8,180.34,Orthodox,2.59,2.12,47,64,1.92,39,54,1.3
Gerald Strebendt,The Finishing Machine,Lightweight,9,7,0,175.26,,Orthodox,0.0,4.0,0,38,0.0,0,0,16.4
Martin Day,The Spartan,Featherweight,8,6,0,177.8,185.42,Orthodox,3.97,3.79,45,53,0.72,60,65,0.5
Pat Barry,HD,Heavyweight,8,7,0,180.34,187.96,Orthodox,2.72,3.54,52,59,0.0,0,76,0.2
Matt Schnell,Danger,Flyweight,17,9,0,172.72,177.8,Orthodox,4.13,4.17,40,55,0.49,40,43,1.2
Marcus McGhee,The Maniac,Bantamweight,10,2,0,172.72,175.26,Orthodox,5.5,3.64,45,57,0.31,14,90,0.3
Billy Elekana,Son of Susie,Light Heavyweight,8,2,0,190.5,195.58,Southpaw,2.34,3.18,57,49,0.64,25,0,0.0
Jose Ochoa,Kalzifer,Flyweight,8,2,0,170.18,170.18,Southpaw,3.01,2.33,37,60,0.43,50,59,1.3
Ivan Erslan,,Light Heavyweight,14,5,0,187.96,182.88,Orthodox,2.5,5.17,44,55,0.5,20,64,0.0
Jerome Rivera,Renegade,Flyweight,10,6,0,177.8,182.88,Southpaw,3.21,2.6,33,51,0.0,0,40,0.0
Keita Nakamura,K-Taro,Welterweight,34,10,2,180.34,185.42,Southpaw,2.23,3.2,36,58,1.65,48,63,0.3
Rogerio Nogueira,Minotouro,Light Heavyweight,23,10,0,187.96,190.5,Southpaw,2.43,2.34,35,59,0.64,44,62,0.8
Jeff Hughes,Lights Out,Heavyweight,10,4,0,187.96,195.58,Orthodox,3.95,3.67,51,60,0.71,50,45,0.0
Hayato Sakurai,Mach,Welterweight,38,13,2,170.18,,Orthodox,2.45,1.94,49,59,1.87,69,56,0.3
Dashon Johnson,Flyboy,Featherweight,9,2,0,170.18,,Orthodox,1.01,3.83,69,35,0.85,33,63,0.8
Cyril Asker,Silverback,Heavyweight,9,4,0,182.88,187.96,Orthodox,3.35,5.82,39,35,4.41,62,100,0.9
Jesse Sanders,,Welterweight,23,7,0,182.88,,Orthodox,0.0,6.45,0,35,0.0,0,50,0.0
Lukasz Sajewski,Wookie,Lightweight,13,3,0,172.72,180.34,Orthodox,2.06,3.88,35,57,1.01,25,66,0.0
Roan Carneiro,Jucao,Welterweight,21,11,0,180.34,193.04,Orthodox,1.46,1.82,46,62,3.05,42,83,1.4
Dustin Poirier,The Diamond,Lightweight,30,10,0,175.26,182.88,Southpaw,5.24,4.57,50,52,1.15,35,64,1.2
Pedro Falcao,Pedrinho,Bantamweight,16,5,0,167.64,167.64,Orthodox,3.21,3.39,48,50,2.73,25,66,0.0
Justin Gaethje,The Highlight,Lightweight,26,5,0,180.34,177.8,Orthodox,6.59,7.18,58,51,0.1,14,68,0.0
Sean Daugherty,,Middleweight,0,2,0,182.88,,,0.0,0.0,0,0,0.0,0,0,0.0
Virna Jandiroba,Carcara,Strawweight,22,3,0,160.02,162.56,Orthodox,1.97,2.55,38,57,2.37,33,73,1.8
Istela Nunes,,Strawweight,6,6,0,162.56,167.64,Orthodox,4.28,4.07,47,59,0.0,0,47,0.0
Yusaku Kinoshita,,Welterweight,6,3,0,182.88,180.34,Southpaw,4.65,5.12,50,51,0.0,0,50,0.0
Dave Berry,,,0,1,0,,,,0.0,0.0,0,0,0.0,0,0,0.0
Melissa Mullins,No Mess,Bantamweight,7,2,0,170.18,172.72,Orthodox,3.71,4.39,50,52,2.03,42,85,0.0
Jonathan Pearce,JSP,Featherweight,14,7,0,182.88,180.34,Switch,5.12,3.32,54,54,5.02,50,55,0.8
Abdul Razak Alhassan,,Middleweight,12,7,0,177.8,185.42,Orthodox,3.64,4.01,49,54,0.84,33,51,0.2
Josh Hendricks,,Heavyweight,19,11,0,187.96,,Southpaw,0.98,11.8,20,29,0.0,0,0,0.0
Hacran Dias,Barnabe,Lightweight,23,6,1,172.72,175.26,Orthodox,2.08,3.31,41,55,2.5,39,76,0.5
Chidi Njokuani,Bang Bang,Welterweight,25,11,0,190.5,203.2,Orthodox,4.72,2.64,62,57,0.0,0,73,0.2
Chris Padilla,Taco,Lightweight,16,6,0,175.26,187.96,Orthodox,4.13,3.68,51,57,1.56,30,100,0.5
John Kolosci,,Middleweight,15,9,0,180.34,,Orthodox,0.21,0.85,20,50,0.0,0,0,0.0
Sean Brady,,Welterweight,18,1,0,177.8,182.88,Orthodox,4.0,2.94,55,59,3.62,54,86,0.9
Scott Baker,,Heavyweight,1,1,0,182.88,,,0.0,0.0,0,0,0.0,0,0,0.0
Walel Watson,The Gazelle,Bantamweight,14,10,0,180.34,190.5,Orthodox,2.1,3.79,29,43,0.0,0,61,1.4
Khadis Ibragimov,,Light Heavyweight,8,4,0,190.5,198.12,Orthodox,3.55,4.26,49,47,0.97,30,80,0.3
Marcelo Mello,,Welterweight,1,0,0,170.18,,Southpaw,0.0,0.0,0,0,0.0,0,0,0.0
Charles Johnson,InnerG,Flyweight,18,7,0,175.26,177.8,Switch,4.73,3.78,49,56,0.56,20,66,0.4
Nolan Ticman,,Flyweight,4,3,0,167.64,,Orthodox,2.57,2.53,47,67,0.0,0,60,0.0
Chico Camus,The King,Flyweight,17,7,0,167.64,167.64,Orthodox,2.58,2.46,41,64,0.77,40,72,0.4
Mark Choinski,The Shark,Lightweight,8,1,0,172.72,175.26,Orthodox,3.87,7.33,50,33,2.0,18,0,0.0
James Wilks,Lightning,Welterweight,7,4,0,185.42,190.5,Orthodox,1.82,2.03,45,50,1.27,22,66,3.8
Jess Liaudin,The Joker,Welterweight,20,11,0,175.26,182.88,Orthodox,2.46,2.76,51,41,3.28,53,30,1.6
Julio Paulino,The Dominican Demon,Welterweight,23,5,0,182.88,,Orthodox,0.97,1.87,27,48,0.0,0,37,0.5
Tony Kelley,Primetime,Bantamweight,8,3,0,175.26,177.8,Switch,5.55,4.85,47,45,0.0,0,52,1.4
Brad Scott,Bear,Welterweight,11,6,0,185.42,193.04,Orthodox,3.52,4.31,41,57,0.32,15,63,0.7
Bruno Silva,Bulldog,Flyweight,14,7,2,162.56,165.1,Orthodox,3.83,4.81,49,50,1.79,23,60,0.2
Rolando Bedoya,The Machine,Lightweight,14,4,0,180.34,187.96,Orthodox,7.29,6.38,49,52,0.0,0,33,0.0
Eddie Mendez,,Middleweight,8,3,1,177.8,,,1.71,3.43,33,11,0.0,0,0,0.0
Jim Wallhead,Judo,Welterweight,29,11,0,177.8,,Orthodox,3.19,6.65,26,49,0.0,0,100,0.0
Spike Carlyle,Alpha Ginger,Featherweight,9,3,0,172.72,180.34,Switch,2.55,3.85,54,30,3.34,36,57,0.5
Mitch Clarke,Danger Zone,Lightweight,11,5,0,177.8,185.42,Orthodox,2.35,3.27,34,47,0.64,15,50,0.4
Blagoy Ivanov,Baga,Heavyweight,19,6,0,180.34,185.42,Southpaw,3.25,4.2,40,53,0.69,40,61,0.1
Caol Uno,Uno Shoten,Lightweight,33,19,5,170.18,177.8,Southpaw,1.91,1.9,49,50,1.95,31,37,0.5
Paul Redmond,Redser,Featherweight,12,7,0,177.8,,Orthodox,0.72,2.99,34,41,0.0,0,50,0.0
Ange Loosa,The Last Ninja,Welterweight,10,5,0,177.8,187.96,Orthodox,5.46,6.59,46,52,2.53,39,83,0.2
Mats Nilsson,,Welterweight,11,4,1,185.42,,Orthodox,2.99,5.62,39,63,3.87,83,44,2.3
Ricardo Ramos,,Featherweight,17,7,0,175.26,182.88,Orthodox,2.97,4.06,36,54,2.57,57,70,0.7
Ali Bagautinov,Puncher,Flyweight,15,6,0,162.56,165.1,Orthodox,2.85,3.09,42,52,2.51,36,65,0.3
Anthony Birchak,El Toro,Bantamweight,16,8,0,172.72,175.26,Orthodox,3.93,3.67,36,56,0.48,14,61,0.5
Erik Koch,Phoenix,Welterweight,16,6,0,177.8,180.34,Southpaw,2.33,2.82,42,47,1.02,42,81,1.0
Michihiro Omigawa,,Featherweight,17,14,1,167.64,172.72,Orthodox,2.01,3.06,39,64,1.19,36,49,1.5
Miesha Tate,Cupcake,Bantamweight,20,10,0,167.64,165.1,Orthodox,2.62,3.05,44,51,1.97,30,56,1.2
Thomas Ramirez,,Super Heavyweight,0,1,0,185.42,,Sideways,0.0,0.0,0,0,0.0,0,0,0.0
Sage Northcutt,Super,Welterweight,11,2,0,182.88,180.34,Orthodox,3.58,1.96,52,58,1.81,34,41,0.6
Thiago Alves,Pitbull,Welterweight,23,15,0,175.26,177.8,Orthodox,3.73,3.42,41,62,0.71,60,63,0.3
Tyrone Roberts,Native Warrior,Middleweight,43,12,1,175.26,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Robert Peralta,Problems,Featherweight,18,8,0,172.72,180.34,Orthodox,3.76,2.97,44,53,0.59,66,65,0.0
Sam Hughes,Sampage,Strawweight,11,6,0,165.1,162.56,Orthodox,4.34,4.44,46,58,1.23,35,60,0.2
Caio Machado,Bigfoot,Heavyweight,8,4,1,193.04,198.12,Southpaw,5.82,2.87,53,63,0.0,0,82,0.0
Willamy Freire,Chiquerim,Lightweight,26,6,0,172.72,,Orthodox,1.53,0.93,37,62,0.5,100,73,0.0
Austin Bashi,,Featherweight,14,1,0,167.64,177.8,Orthodox,1.75,2.34,47,48,7.81,41,62,1.7
Thiago Perpetuo,Bodao,Welterweight,9,4,1,177.8,,Orthodox,5.39,3.51,69,51,2.82,50,66,0.0
Sumudaerji,The Tibetan Eagle,Flyweight,18,7,0,172.72,182.88,Southpaw,4.48,2.39,52,60,0.16,11,71,0.6
Guangyou Ning,Smasher,Featherweight,5,4,1,162.56,162.56,Southpaw,2.66,1.91,41,61,1.09,50,62,0.3
Nate Marquardt,The Great,Middleweight,35,19,2,182.88,187.96,Orthodox,2.71,2.32,49,55,1.87,51,70,0.8
Edward Faaloloto,,Lightweight,2,5,0,,177.8,Orthodox,2.28,6.25,32,44,1.01,25,33,0.0
Floyd Sword,,Middleweight,12,3,0,182.88,,Orthodox,0.78,1.57,42,40,0.0,0,33,0.0
Shawn Jordan,The Savage,Heavyweight,19,8,0,182.88,190.5,Southpaw,2.87,3.3,50,47,1.97,38,76,0.1
Valerie Letourneau,Trouble,Strawweight,8,6,0,170.18,172.72,Orthodox,4.51,5.4,37,58,0.77,45,66,0.3
Cory Hendricks,,Light Heavyweight,3,1,0,190.5,,Switch,3.13,4.07,39,42,0.0,0,100,0.0
Danny Downes,,Lightweight,8,3,0,182.88,182.88,Orthodox,1.66,3.53,34,37,0.0,0,37,0.5
Nikolas Motta,Iron,Lightweight,15,6,0,175.26,177.8,Orthodox,4.13,5.28,38,52,0.0,0,83,0.0
Adlan Amagov,Borz,Welterweight,14,2,1,187.96,193.04,Orthodox,3.29,0.82,47,78,5.84,56,100,0.0
Aaron Wilkinson,The Daywalker,Lightweight,11,7,0,177.8,,Orthodox,0.0,0.0,0,100,7.32,100,0,0.0
Song Yadong,Kung Fu Kid,Bantamweight,22,8,1,172.72,170.18,Orthodox,4.58,4.0,43,55,0.61,38,73,0.1
Derek Brunson,The One,Middleweight,23,9,0,185.42,195.58,Southpaw,3.51,3.05,47,51,3.14,33,85,0.6
Brandon Moreno,The Assassin Baby,Flyweight,23,8,2,170.18,177.8,Orthodox,3.96,3.62,44,60,1.51,44,64,0.4
Chris Sanford,,Middleweight,5,1,0,180.34,,Orthodox,0.23,3.22,50,17,0.0,0,0,3.5
Sean Sherk,The Muscle Shark,Lightweight,36,4,1,167.64,170.18,Orthodox,2.17,2.71,35,55,4.09,46,56,0.4
Travis Lutter,The Serial Killer,Middleweight,10,6,0,180.34,190.5,Orthodox,0.41,2.42,32,42,1.95,24,30,0.7
Austin Hubbard,Thud,Lightweight,17,10,0,177.8,180.34,Orthodox,3.97,4.1,42,55,1.63,28,68,0.1
Hector Ramirez,Sick Dog,Light Heavyweight,10,6,1,182.88,,Orthodox,2.27,4.6,41,56,2.3,55,66,0.5
Sean Woodson,The Sniper,Featherweight,13,2,1,187.96,198.12,Orthodox,5.57,4.18,46,58,0.58,55,84,0.3
Miranda Maverick,Fear The,Flyweight,17,6,0,160.02,165.1,Southpaw,3.22,2.25,44,61,2.16,40,45,0.4
Li Jingliang,The Leech,Welterweight,19,9,0,182.88,180.34,Orthodox,4.46,3.95,42,56,1.19,41,60,0.0
David Terrell,The Soul Assassin,Middleweight,6,2,0,185.42,,Southpaw,2.34,2.71,63,37,5.54,50,0,5.5
Rafael Natal,Sapo,Middleweight,21,9,1,182.88,195.58,Orthodox,3.1,2.48,47,57,2.55,34,77,0.5
Carlos Candelario,The Cannon,Flyweight,8,3,0,172.72,172.72,Southpaw,3.97,5.17,46,44,2.28,36,53,0.3
Mark Hominick,The Machine,Featherweight,20,12,0,172.72,172.72,Orthodox,4.08,4.18,42,69,0.25,66,71,0.9
Chris Avila,,Featherweight,5,4,0,177.8,,Orthodox,2.37,4.17,30,48,0.0,0,46,0.0
Daniel Pineda,The Pit,Featherweight,28,17,0,170.18,175.26,Orthodox,2.85,3.26,49,45,1.42,24,54,1.5
Chris Lytle,Lights Out,Welterweight,31,18,5,180.34,172.72,Orthodox,3.76,3.03,45,58,0.7,55,55,2.4
Noe Hernandez,,,5,5,0,,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Joaquim Silva,Netto BJJ,Lightweight,13,6,0,172.72,175.26,Southpaw,3.66,4.53,43,53,0.39,50,69,0.8
Luana Pinheiro,,Strawweight,11,5,0,157.48,157.48,Orthodox,3.29,4.06,39,60,2.33,37,71,0.2
Aaron Brink,,Light Heavyweight,26,26,0,190.5,,Orthodox,3.49,5.71,42,57,0.0,0,0,0.0
Michael Chandler,Iron,Lightweight,23,10,0,172.72,180.34,Orthodox,4.04,4.52,49,43,1.96,41,61,0.6
Irina Alekseeva,Russian Ronda,Bantamweight,5,3,0,172.72,170.18,Orthodox,4.01,5.03,39,46,0.47,20,66,0.5
Nate Mohr,,Lightweight,9,7,0,175.26,182.88,Orthodox,3.79,2.5,41,74,0.45,50,71,0.0
Reza Madadi,Mad Dog,Lightweight,14,6,0,180.34,185.42,Orthodox,2.51,3.31,46,66,3.17,33,89,0.5
Gaston Bolanos,The Dreamkiller,Bantamweight,8,5,0,170.18,175.26,Orthodox,3.28,2.4,49,50,0.66,100,42,0.0
Anshul Jubli,King of Lions,Lightweight,7,2,0,182.88,175.26,Switch,6.42,5.72,46,50,0.81,18,63,0.4
TJ O'Brien,The Spider,Lightweight,20,8,0,187.96,,Orthodox,3.77,4.78,46,57,0.94,100,0,0.0
Gil Castillo,,Welterweight,8,5,0,175.26,,Southpaw,0.6,2.22,45,44,3.33,45,50,0.0
Jack Marshman,The Hammer,Middleweight,23,10,0,182.88,185.42,Orthodox,2.74,4.19,25,56,0.0,0,20,0.0
Mike Pyle,Quicksand,Welterweight,27,14,1,182.88,187.96,Orthodox,2.74,2.84,45,60,1.8,35,70,1.5
Raphael Pessoa,Bebezao,Heavyweight,10,2,0,190.5,198.12,Orthodox,2.16,3.43,26,42,0.0,0,100,0.0
Eryk Anders,Ya Boi,Middleweight,17,9,0,185.42,190.5,Southpaw,3.51,4.09,48,50,1.75,24,80,0.1
Brad Pickett,One Punch,Bantamweight,25,14,0,167.64,172.72,Orthodox,3.02,4.63,31,55,2.47,44,58,0.4
Lucas Rocha,Fenomeno,Flyweight,17,2,0,160.02,162.56,Orthodox,2.0,4.48,44,39,0.0,0,61,0.0
Ike Villanueva,Hurricane,Light Heavyweight,18,14,0,185.42,185.42,Orthodox,3.66,7.24,38,36,0.6,50,100,0.0
Cesar Arzamendia,Goku,Lightweight,8,3,0,180.34,,Orthodox,5.37,5.2,45,56,7.32,75,0,2.4
Irwin Rivera,The Beast,Bantamweight,10,6,0,167.64,170.18,Southpaw,3.36,5.07,44,57,1.0,16,70,0.0
Edson Barboza,Junior,Lightweight,24,13,0,180.34,190.5,Orthodox,4.14,4.6,44,55,0.43,50,73,0.1
Dan Henderson,Hendo,Middleweight,32,15,0,180.34,187.96,Orthodox,2.44,2.7,47,51,1.52,52,57,0.3
Waldo Cortes-Acosta,Salsa Boy,Heavyweight,14,2,0,193.04,198.12,Orthodox,5.61,3.51,48,55,0.37,50,71,0.1
KJ Noons,King,Lightweight,13,9,0,177.8,177.8,Orthodox,3.68,3.78,35,65,0.08,20,68,0.0
Kristof Midoux,The Hurricane,Heavyweight,6,10,0,185.42,,Orthodox,0.7,2.89,43,49,0.0,0,0,0.0
Cameron Smotherman,The Baby-Faced Killa,Bantamweight,12,6,0,175.26,175.26,Orthodox,4.07,3.52,37,58,0.0,0,62,0.0
Duane Ludwig,Bang,Welterweight,21,14,0,177.8,177.8,Orthodox,4.62,3.05,44,57,0.43,25,59,0.1
Hector Lombard,,Middleweight,34,10,1,175.26,180.34,Southpaw,3.02,3.35,46,53,1.69,48,77,0.5
Ricky Rainey,The Sniper,Welterweight,12,6,0,185.42,195.58,Switch,2.55,2.62,48,46,0.95,18,55,0.0
Dan Barrera,The Fireman,Welterweight,3,1,0,175.26,,Orthodox,0.8,1.2,70,28,1.0,8,0,0.0
